C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_55_593.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_55_593.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_55_593.jpg, 0, 0, 0, 7.833056E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_55_698.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_55_698.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_55_698.jpg, 0, 0, 0, 7.80885E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_55_800.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_55_800.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_55_800.jpg, 0, 0, 0, 7.823734E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_55_902.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_55_902.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_55_902.jpg, 0, 0, 0, 7.813696E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_56_011.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_56_011.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_56_011.jpg, 0, 0, 0, 7.80562E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_56_110.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_56_110.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_56_110.jpg, 0, 0, 0, 7.804696E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_56_211.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_56_211.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_56_211.jpg, 0, 0, 0, 7.796771E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_56_312.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_56_312.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_56_312.jpg, 0, 0, 0, 7.82444E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_56_415.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_56_415.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_56_415.jpg, 0, 0, 0, 8.005892E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_56_518.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_56_518.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_56_518.jpg, 0, 0, 0, 7.874375E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_56_620.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_56_620.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_56_620.jpg, 0, 0, 0, 7.84398E-05
C:\Users\Rex98\Downloads\simulator-windows-64\IMG\center_2020_08_15_15_23_56_726.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\left_2020_08_15_15_23_56_726.jpg, C:\Users\Rex98\Downloads\simulator-windows-64\IMG\right_2020_08_15_15_23_56_726.jpg, 0, 0, 0, 7.847159E-05
